source_index,source_label,source_url,source_url_deck_id,source_theme_group,source_topic,source_word_type,fetch_method,retrieved_at_utc,deck_card_count_extracted,card_index_in_deck,card_term_text,card_definition_text,deck___typename,deck_accountType,deck_addedAt,deck_answerSide,deck_autocompleteSettings,deck_chapterId,deck_classId,deck_classPublic,deck_courseId,deck_created,deck_deadline,deck_definitionLanguage,deck_description,deck_draft,deck_examResourceType,deck_examSection,deck_examUnit,deck_exam_v2,deck_flagReason,deck_flashcardSetCode,deck_flashcardSetId,deck_folderId,deck_grade,deck_icon,deck_isAI,deck_lock,deck_mediaId,deck_neverPublic,deck_noteId,deck_order,deck_org,deck_orgPublic,deck_partial,deck_password,deck_podcastUrl,deck_position,deck_public,deck_quizletUrl,deck_rating,deck_ratingCount,deck_relatedNotes,deck_schoolId,deck_sections,deck_shuffled,deck_size,deck_sort,deck_starred,deck_studyFrom,deck_studySettings,deck_subject,deck_tags,deck_termLanguage,deck_textbookId,deck_title,deck_topic,deck_trash,deck_updated,deck_userId,deck_verified,deck_views,card_created,card_definition,card_definitionAudio,card_disabled,card_flashcardId,card_flashcardSetId,card_term,card_termAudio,card_updated,card_userId
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,1,alegre,cheerful,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>cheerful</p>,https://text-to-speech-mp3.s3.amazonaws.com/fa3b328d-7fe2-425e-a513-23f1dba2c2bc.mp3,False,ea0d26bd-5222-400b-abda-d6c262f9df36,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>alegre</p>,https://text-to-speech-mp3.s3.amazonaws.com/9ca3a096-34ef-4adc-9b55-b9d5c9eaaab5.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,2,alemán,German,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>German</p>,https://text-to-speech-mp3.s3.amazonaws.com/d71b5c83-2df2-4b85-b598-154a4e40923d.mp3,False,85404e56-1549-4f28-9d36-b36054d39f13,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>alemán</p>,https://text-to-speech-mp3.s3.amazonaws.com/9ff6f6ec-82fc-4a29-abcd-16956ccac33d.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,3,ambicioso,ambitious,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>ambitious</p>,https://text-to-speech-mp3.s3.amazonaws.com/961846a4-0b96-4efc-8440-266c6672d56e.mp3,False,c4bff0ed-cbd8-45e8-8dcd-7862faaad281,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>ambicioso</p>,https://text-to-speech-mp3.s3.amazonaws.com/d5a2f18b-9013-4fb5-bb1b-d174d9153ba2.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,4,argentino,Argentinian,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>Argentinian</p>,https://text-to-speech-mp3.s3.amazonaws.com/75e7e03d-8a92-4fd7-a25a-174302da12cc.mp3,False,52dd847d-41e6-4c0a-9fe1-7ad8c49a6b74,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>argentino</p>,https://text-to-speech-mp3.s3.amazonaws.com/4bd62a11-8668-4107-8191-b21da7d4df90.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,5,artístico,artistic,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>artistic</p>,https://text-to-speech-mp3.s3.amazonaws.com/526f74da-bfd4-41b4-a389-862663c13a83.mp3,False,ce75a7b6-a552-4aaf-ae35-6879919c65e2,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>artístico</p>,https://text-to-speech-mp3.s3.amazonaws.com/21f394d0-bbd1-4744-869c-5708f048c963.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,6,azul,blue,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>blue</p>,https://text-to-speech-mp3.s3.amazonaws.com/cfd142ce-9e23-4bce-8e6b-fe82c1d2de22.mp3,False,74e4b696-98bd-49c2-830b-d4088610257a,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>azul</p>,https://text-to-speech-mp3.s3.amazonaws.com/729a7401-7c52-4c8c-a0a6-b12b58042e7f.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,7,bi(sexual),bi(sexual),FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>bi(sexual)</p>,https://text-to-speech-mp3.s3.amazonaws.com/9b8487f2-d7c7-44bf-8a40-60fa66f5562e.mp3,False,0259fb4e-24d4-4bbd-98a1-4ff79b23d9bb,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>bi(sexual)</p>,https://text-to-speech-mp3.s3.amazonaws.com/1da77f99-d384-4aa0-b17a-70bfbb6be751.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,8,blanco,white,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>white</p>,https://text-to-speech-mp3.s3.amazonaws.com/8e031adf-8c7a-424f-8bf1-2a6cf33b7a7a.mp3,False,c3324efd-e9eb-4ef5-8646-f38dcc067dfa,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>blanco</p>,https://text-to-speech-mp3.s3.amazonaws.com/7ea05011-07d9-4cf1-bd19-c2ef88e8b632.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,9,bonito,"pretty, nice",FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,"<p>pretty, nice</p>",https://text-to-speech-mp3.s3.amazonaws.com/8a46638a-2a1c-40d4-9b46-ac284459c8cd.mp3,False,68eb4875-9486-4e0a-b356-159c8226fb27,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>bonito</p>,https://text-to-speech-mp3.s3.amazonaws.com/177bd12f-b67e-410f-b1f1-a832a9bebab9.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,10,británico,British,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>British</p>,https://text-to-speech-mp3.s3.amazonaws.com/4016b727-d9a8-4883-871d-6be33e9d08dc.mp3,False,aed18ede-a0ac-4ed8-ab67-14081654cfcc,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>británico</p>,https://text-to-speech-mp3.s3.amazonaws.com/c5bf9ae2-10a0-4118-b458-9c4e61a59119.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
